1 0.000004 0.000001
2 0.000002 0.000002
4 0.000002 0.000002
8 0.000005 0.000005
16 0.000027 0.000036
32 0.000291 0.000252
64 0.014340 0.001141
128 0.046394 0.008972
256 0.328492 0.100278
512 1.045461 0.939432
1024 7.482571 22.686724
2048 48.609889 328.772277
4096 348.408238 2511.883778
